id,name,host_id,host_profile_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2748797,Charming Marigny Triangle Back Home,13902616,1462588225667724892,Jeremy,,Marigny,29.96579,-90.06158,Entire home/apt,83,30,486,2025-05-12,3.37,2,175,6,"25NSTR-07225, 22-OSTR-09825"
2836488,Bywater Art Haven,14509974,1462590530991326177,Jeffrey,,Bywater,29.96425,-90.04302,Entire home/apt,252,2,249,2026-03-15,1.72,1,311,19,"23-NSTR-16591, 23-OSTR-16603"
2847390,FABULOUS LOCATION Private bath-living room-parking,14518129,1462940474347147289,Michael,,Marigny,29.96528,-90.05915,Private room,116,30,496,2023-11-01,3.43,1,178,0,"20STR-29940, 20-OSTR-2993"
2866832,New Orleans one bedroom unit,103427,1462509666363222459,Jacqueline M,,Lower Garden District,29.934,-90.07919,Entire home/apt,341,30,1,2015-01-02,0.01,2,180,0,Exempt
2888828,Rent my Place: Where Jazz and Gumbo  Collide!,486093,1462512137226021574,Virginia,,Marigny,29.963619232177734,-90.05888366699219,Entire home/apt,323,2,244,2026-03-10,1.69,1,237,30,"24-NSTR-09594, 24-OSTR-08923"
2896586,Cozy Cottage-Near French Quarter,14803413,1462591648950269866,Deidra,,Algiers Point,29.95032,-90.05228,Entire home/apt,297,1,59,2026-02-22,0.55,2,222,4,"21-CSTR-07075, 23-OSTR-15913"
2902965,"Creole Cottage, Pool, Porch and Lush Garden",4139221,1462648454839231610,Nicelle,,Fairgrounds,29.97786,-90.08036,Entire home/apt,224,30,51,2024-04-07,0.36,4,319,0,"24STR-11454, 24-OSTR-19733"
2907553,Storyville Madam's Music Parlor,4139221,1462648454839231610,Nicelle,,Fairgrounds,29.98042,-90.08171,Entire home/apt,76,30,141,2025-04-14,1.03,4,255,4,"23-CSTR-11349, 23-OSTR-13133"
2918872,Large Bywater Bar House,12055406,1462879173811831533,Graham,,Bywater,29.96609,-90.04785,Entire home/apt,486,1,205,2026-02-15,1.54,7,336,20,"23-CSTR-10260, 22-OSTR-14963"
2926851,Cozy Private Bedroom Near City Park,6522124,1462708567951394180,Leonardo,,Lakeview,30.00359,-90.10402,Private room,,30,113,2023-06-16,0.81,1,0,0,"22-RSTR-02464, 22-OSTR-02813"
2939429,Quiet Charm - 1 block from St. Charles,14972186,1462951192245097013,Amelia,,Central City,29.93036,-90.08883,Entire home/apt,95,30,95,2024-11-07,0.66,1,179,0,
2976398,The Vivien House - Beautiful Historic Home,15181286,1462956119546317892,Chita,,Marigny,29.967350006103516,-90.05603790283203,Entire home/apt,206,30,41,2022-07-31,0.29,1,78,0,
2986299,King's Den On Magazine Street | Possible Discount,15227275,1462957299882744744,Megan,,Uptown,29.92199,-90.10513,Entire home/apt,,30,32,2026-02-11,0.22,2,12,3,
3057022,Best Block in the Bywater (valid license),4575123,1462660627041889861,Daniel,,Bywater,29.96222,-90.04297,Entire home/apt,227,1,627,2026-03-15,4.37,2,268,77,"23-NSTR-17516, 23-OSTR-14790"
3074691,RARE FIND BEAUTIFUL UPTOWN TOWNHOME,15535657,1462964654925106138,Liz,,West Riverside,29.9206,-90.12173,Entire home/apt,475,30,30,2024-02-29,0.22,2,365,0,"19STR-10000, 19-OSTR-0000"
3145166,Down the block from Tulane - Uptown,15967427,1466848768743084193,Alicia,,Audubon,29.941475296081606,-90.12367275562549,Entire home/apt,188,3,199,2026-03-15,1.40,1,198,24,"25-NSTR-00532, 25-OSTR-00537"
3171746,Beautiful 1 bdrm condo-Marigny,255794,1462513905827143180,Kirk,,Marigny,29.96474,-90.05183,Entire home/apt,55,30,163,2021-12-29,1.14,1,128,0,
3173801,Arts District Gem - Les Carillons,10660778,1462846502715535111,Lee Ann,,Central Business District,29.945401731628333,-90.0696364849532,Entire home/apt,1535,2,15,2025-12-07,0.11,1,334,1,"22-CSTR-06273, 22-OSTR-06287"
3181963,Camelback Guest House,16133905,1462596724424711751,Corinna,,Central City,29.9321457,-90.08723859999999,Entire home/apt,400,2,66,2026-03-15,0.46,1,129,13,"23-NSTR-15291, 23-OSTR-12796"
3189828,Walk to French Quarter /Jazz Fest 2,3725969,1462638053547393618,April,,Treme - Lafitte,29.97014,-90.0714,Entire home/apt,140,1,667,2026-02-18,4.71,2,149,36,"23-NSTR-14433, 22-ostr-11373"
3240877,"New Orleans - Studio, Avenue Plaza",7054805,1462722260757964667,Eric,,Central City,29.93405,-90.08122,Entire home/apt,239,30,15,2017-05-29,0.11,2,358,0,Exempt
3257647,Garden District Guesthouse and Beautiful Courtyard,16474497,1462598039592989151,Kristen,,Central City,29.93302,-90.08467,Entire home/apt,118,30,295,2025-07-27,2.11,1,266,9,"23-NSTR-18600, 23-OSTR-18592"
3268071,1850s cottage close to French Q.& Jazz Fest,13303469,1462908134620363059,Rian,,Marigny,29.96437,-90.06001,Entire home/apt,126,30,38,2024-05-31,0.32,1,262,0,22-XSTR-15084
3364097,Tropical OASIS Getaway with a Private Pool & Spa,16972947,1462600202643615608,Gary,,Irish Channel,29.92193,-90.08648,Entire home/apt,485,1,505,2026-03-02,4.13,1,72,49,"25-NSTR-45154, 25-OSTR-06448"
3386674,"Comfy Home Walk 2 French Quarter, Faubourg Marigny",7319703,1462728917141782532,Donald,,Seventh Ward,29.96832,-90.06153,Entire home/apt,259,1,462,2026-02-23,3.25,5,237,44,"22-CSTR-21259, 24-OSTR-11819"
3430843,Loft Near Street Car and CBD! (medium Term),14485761,1462939716121118982,Thomas,,Lower Garden District,29.93552,-90.0712,Entire home/apt,49,30,300,2024-12-29,2.11,2,91,0,"23-NSTR-15433, 24-OSTR-03965"
3485830,"Uptown Cottage- Near Magazine St, Tulane & Quarter",17552483,1462602844636092803,Nicki,,East Riverside,29.92014,-90.09507,Entire home/apt,299,2,283,2026-03-01,2.01,1,302,28,"23-NSTR-15055, 24-OSTR-04573"
3528642,The Victorian Plum 18str-04594 permit number,17763825,1463028423463466909,Victor,,Leonidas,29.95002,-90.13051,Entire home/apt,516,30,27,2020-02-09,0.20,1,365,0,
3686820,Luxury and Charm Rt Off Audubon Park,18760642,1463061192976972758,Anne,,Audubon,29.92291,-90.12351,Entire home/apt,150,30,41,2023-05-15,0.46,1,292,0,"21RSTR-20689, 20OSTR-03051"
3688447,La Noire Heart of the City,13521885,1462913198897804646,Andrietta,,Central City,29.94152,-90.07943,Private room,,2,165,2026-03-15,1.37,2,0,8,"23-NSTR-13705, 23-OSTR-08966"
3731792,"Cozy, centrally-located home near Tulane",19072048,1463068947417418019,Allie,,Audubon,29.9497783,-90.1176141,Entire home/apt,217,2,43,2026-03-15,1.52,1,179,15,"24-NSTR-18860, 24-OSTR-18649"
3751749,Townhouse on the Bayou St. John and City Park,2885988,1462611539370404639,John,,Fairgrounds,29.98789,-90.08743,Entire home/apt,290,3,95,2026-03-16,0.81,1,285,21,"23-NSTR-14024, 25-OSTR-39928"
3757755,Irish Channel Comfort,19189715,1463071518652945610,Ariana,,Irish Channel,29.92148,-90.08523,Entire home/apt,137,2,511,2026-03-04,3.64,1,95,42,"24-NSTR-09679, 24-OSTR-08748"
3774603,"NEW ORLEANS, LA - THE BIG EASY !",85132,1462509229094456758,Sanford Sandy,,Central City,29.93403,-90.08137,Private room,352,30,2,2022-02-28,0.03,7,365,0,Exempt
3851250,MANSION Steps to French Quarter!  HUGE COURTYARD!,19859194,1463093080977288881,Jay,,Treme - Lafitte,29.96392,-90.06866,Entire home/apt,282,30,172,2024-11-12,1.22,14,362,0,"22-RSTR-08959, 22-OSTR-20762"
3857523,Condo #1 STEPS to French Quarter - GREAT COURTYARD,19859194,1463093080977288881,Jay,,Treme - Lafitte,29.96264,-90.06781,Entire home/apt,89,30,118,2025-03-05,0.85,14,365,0,"22-RSTR-08960, 21-OSTR-18259"
3858460,Frenchmen GEM! Courtyard! Walk to French Quarter!,19859194,1463093080977288881,Jay,,Marigny,29.96802,-90.0587,Entire home/apt,484,1,163,2026-03-15,1.17,14,343,19,"21-CSTR-16560, 25-OSTR-39471"
3883015,HISTORIC ART LOFT near French Quarter & FRENCHMEN!,20076772,1462611701896056825,AnnMarie For Welcome Abroad,,Marigny,29.966716766357422,-90.0553970336914,Entire home/apt,297,2,230,2026-02-27,1.65,2,342,20,23-XSTR-11265
4013485,Three Bedroom Cottage Permit #19-STR-22181,6027394,1462695835149367837,Lisa,,Gentilly Terrace,30.00426,-90.05526,Entire home/apt,101,30,162,2021-11-06,1.16,1,365,0,19STR-22181
4033229,Steward's Place | New Orleans Vacation Rental,20910802,1463141749177637363,Charley Lynn,,St. Roch,29.97038,-90.05695,Entire home/apt,264,30,165,2025-05-06,1.18,2,364,1,"21-RSTR-12242, 21-OSTR-15494"
4083795,Upt- Freret #1 long term specialist -see reviews!,4806326,1462665808182792489,Joey,,Audubon,29.93131,-90.11237,Entire home/apt,108,30,47,2025-08-31,0.34,2,322,1,"22RSTR-03737, 22-OSTR-03737"
4084467,Big chiefs spy boy,4806326,1462665808182792489,Joey,,Audubon,29.93145,-90.11272,Entire home/apt,117,30,43,2017-05-23,0.32,2,365,0,
4205260,Adorable 2br Uptown Cottage,18535961,1463055969663730978,Lucien,,Central City,29.93818,-90.08208,Entire home/apt,72,30,353,2023-10-22,2.54,1,61,0,"18STR-15889, 19-OSTR-00000"
4222053,Vincent’s Hideaway,21911401,1463166925178601810,Tamarin V,,Milan,29.93252,-90.10072,Entire home/apt,163,1,411,2026-02-22,2.95,1,289,19,"23-NSTR-14895, 23-OSTR-02294"
4388334,"974 on famous magazine st,Pet& private parkin",4981655,1462538243142073683,Jim,,St. Thomas Dev,29.93187,-90.07294,Entire home/apt,202,1,453,2026-02-22,3.27,6,230,21,"22-cstr-09731, 23-ostr-11614"
4391521,"The Red Bayou House, Whimsical, Comfortable, Chic",3596603,1462633669222429306,Ninh,,Bayou St. John,29.9765,-90.0885,Entire home/apt,187,30,131,2024-11-30,0.95,1,342,0,"20-RSTR-28281, 20-OSTR-00138"
4394146,Ma Maison Marigny Boho Paradise off the French Qtr,12151150,1462581358719727816,James,,Bywater,29.96785,-90.05006,Entire home/apt,405,1,376,2026-03-16,2.73,2,321,30,"23-NSTR-14247, 24-OSTR-10514"
4435784,New Orleans - PARTY CAPITAL of the SOUTH !!,85132,1462509229094456758,Sanford Sandy,,Central City,29.93522,-90.0814,Private room,352,30,1,2020-02-25,0.01,7,365,0,Exempt
4453696,Uptown/ Garden Dist. Cottage ON Magazine Street!,19788337,1463091009073116595,Chelsea,,East Riverside,29.92162,-90.09121,Entire home/apt,83,30,32,2025-05-10,0.23,1,227,2,Exempt
4455851,Treme Getaway,6753577,1462714446111565997,Jo,,Treme - Lafitte,29.96459,-90.06646,Entire home/apt,168,30,177,2022-02-19,1.28,2,180,0,"17STR-00051, 17-OSTR-00010"
4556399,Parrot Palace,23619270,1462625989188616851,Steven,,Central City,29.94291,-90.07586,Entire home/apt,149,3,482,2026-02-22,3.55,5,55,26,"22-CSTR-14411, 24-OSTR-11661"
4557069,"Luxury 4BR| Walk to Magazine St & Streetcar
(Down)",23623763,1462625995133196610,Juanita,,Irish Channel,29.92262,-90.08123,Entire home/apt,834,2,153,2026-02-22,1.22,2,219,8,23-xstr-17605
4557591,New Orleans CBD/Warehouse District,23626819,1465275817638981374,Reggie,,Central Business District,29.94549,-90.07048,Entire home/apt,172,30,142,2022-07-04,1.16,1,89,0,19STR-00158
4634936,Marigny Garden Charmer with Bikes!,287733,1462514773441496808,David,,Bywater,29.96498,-90.04993,Entire home/apt,164,3,445,2026-02-25,3.27,1,281,27,"25-NSTR-01618, 25-OSTR-01624"
4671577,NEW ORLEANS - Uptown Resort,85132,1462509229094456758,Sanford Sandy,,Central City,29.93446,-90.08121,Private room,352,30,1,2016-01-02,0.01,7,365,0,Exempt
4685932,A Cosy Bedroom,18007958,1463034048859333154,Francoise,,West Riverside,29.92023,-90.10722,Private room,106,1,277,2026-03-16,2.03,1,34,18,"23-NSTR-15712, 25-OSTR-09498"
4800731,Charming Irish Channel,23975705,1465281333081127819,Shannon,,Irish Channel,29.92622,-90.08135,Entire home/apt,262,1,390,2026-03-02,2.87,1,206,29,"23-NSTR-17260, 23-OSTR-17277"
4836642,Uptown Dog Friendly Duplex - Close to everything,24894819,1465322513354960607,Beth,,Uptown,29.93097,-90.10278,Entire home/apt,129,30,154,2022-08-16,1.55,1,89,0,"20-RSTR-19235, 20-OSTR-19235"
4837870,Patio Cottage near Audubon Park,4310838,1462653370109769190,Sally,,Black Pearl,29.93955,-90.13036,Entire home/apt,139,4,134,2026-02-18,0.99,1,253,7,"25-NSTR-00743, 25-OSTR-00735"
4891367,1930s Spacious Fountainbleu Shared,25166988,1465337317133242786,Eilan,,Marlyville - Fontainbleau,29.95534,-90.10809,Private room,,30,12,2019-07-30,0.09,1,19,0,
4924338,Center of all things in NOLA! 2 Blks to Streetcar,22581070,1463183299488417191,Lori,,Leonidas,29.95548,-90.12414,Entire home/apt,289,2,29,2026-02-17,0.28,1,327,16,"23-NSTR-13805, 23-OSTR-13757"
4924985,Uptown Chic,16862132,1462996771913947783,Neelis,,Uptown,29.92242,-90.10378,Entire home/apt,152,2,425,2026-03-15,3.11,1,56,35,"23-NSTR-17125, 24-OSTR-17892"
4941635,Dragonfly Tremé-Unique - Historic-Heated Salt Pool,2775826,1462607912151172694,Lore,,Treme - Lafitte,29.97109,-90.07385,Entire home/apt,,2,175,2026-02-09,1.37,4,213,13,24-XSTR-03292
4947433,"Mecca for music lovers, Frenchmen!",5770796,1462689130242570568,Sylvia,,Marigny,29.964073,-90.057892,Entire home/apt,285,2,265,2026-02-22,1.97,2,57,29,"22-CSTR-20122, 24-OSTR-10258"
4948323,New Orleans - Jazz Central !,85132,1462509229094456758,Sanford Sandy,,Lower Garden District,29.93464,-90.07925,Private room,352,30,1,2022-02-28,0.02,7,365,0,Exempt
4966135,Uptown Trendy Neighborhd Apt  permit#22-CSTR-15959,25600476,1465345805105806925,Jerry And Patti,,Uptown,29.92424,-90.10861,Entire home/apt,257,2,226,2026-03-13,1.66,1,194,13,"22-CSTR-15959, 24-OSTR-15394"
5006940,Charming Studio on Streetcar Line,4393001,1462656301224912345,Tessa,,Mid-City,29.97397,-90.0994,Entire home/apt,,30,46,2025-06-03,0.35,1,36,1,
5012520,Live Like a Local in Historic Treme! Walk2Quarter,1675483,1462519628109586076,Lisa,,Treme - Lafitte,29.96808,-90.07118,Entire home/apt,111,31,231,2025-03-20,1.71,1,179,1,"21-RSTR-19152, 21-OSTR-20550"
5013084,Cheery hideaway near Frenchman street,10771288,1462765518639738183,Minka,,St. Roch,29.97057,-90.05526,Entire home/apt,59,30,241,2025-11-25,1.79,1,260,1,"19STR-22607, 20-OSTR-02739"
5016856,Luxury Penthouse on Bourbon Street,25879649,1465351721327631272,Eric,,Marigny,29.96466,-90.05967,Entire home/apt,80,30,184,2025-10-19,1.73,1,210,4,"24-NSTR-24245, 24-OSTR-20973"
5039809,Spacious w/exotic garden patio near Tulane,2410046,1462594332814441626,Cecilia,,Broadmoor,29.946,-90.10416,Entire home/apt,270,3,103,2026-02-16,0.86,1,279,15,"23-NSTR-14061, 24-OSTR-10606"
5058414,Charming Guest House ~ 1/2  Block from St Charles,14296524,1462935063216781807,Maria & Jeff,,Touro,29.926200842024787,-90.09811349758291,Entire home/apt,175,3,157,2026-03-17,1.16,1,190,22,"23-NSTR-13406, 25-OSTR-04616"
5060068,Historic Spacious 3BR Home w/Heated POOL,9385937,1462569339453487978,Aleks,,Mid-City,29.9714,-90.10339,Entire home/apt,625,1,431,2026-03-11,3.19,1,297,38,"22-CSTR-17572, 22-OSTR-15895"
5077984,Bluesy Fairytale Walk 2 Frenchmen & French Quarter,25684584,1465348586243281991,Carrie,,Seventh Ward,29.97384,-90.05746,Entire home/apt,205,30,209,2026-02-20,1.55,2,357,13,"22-CSTR-00940, 21-OSTR-19876"
5105613,Historic Penthouse in Vibrant Faubourg Marigny,26381235,1465365516432655225,Michael,,Bywater,29.9642199,-90.04988379999999,Entire home/apt,937,3,53,2025-04-28,0.54,1,320,1,"21-CSTR-19630, 25-OSTR-09190"
5107592,Beautiful Historic Loft,26388712,1465365696480560895,Moriah,,French Quarter,29.96126,-90.06597,Entire home/apt,207,30,35,2017-03-09,0.29,1,358,0,
5110880,NEW ORLEANS - Southern Ambiance,85132,1462509229094456758,Sanford Sandy,,Central City,29.93525,-90.08129,Private room,352,30,0,,,7,365,0,Exempt
5136284,EXPERIENCE HISTORIC New Orleans,85132,1462509229094456758,Sanford Sandy,,Lower Garden District,29.934,-90.08042,Private room,352,30,1,2019-02-19,0.01,7,365,0,Exempt
5152596,Cute 2Bed 1 1/2 bath parking included walk to FQ,26642486,1462638120779225975,Jose,,Treme - Lafitte,29.96820640563965,-90.06900024414062,Entire home/apt,169,2,266,2026-02-23,1.97,16,222,12,"22-CSTR-16333, 24-OSTR-04983"
5228051,Brainard Inn - 2 bedroom and 1.5 bath,27053645,1465399030638433040,Janice,,Central City,29.93494,-90.08302,Entire home/apt,257,4,284,2026-03-15,2.10,1,151,16,"23-NSTR-14668, 23-OSTR-14617"
5241466,Simple Space in Heart of Bywater.,26490236,1465367616458237393,Kevin,,Bywater,29.96341,-90.04318,Entire home/apt,189,30,128,2020-03-10,0.95,1,358,0,"19STR-07994, 19-OSTR-0000"
5262307,"City Park/Bayou: Clean, Spacious and Comfortable",27240759,1465402209534714493,Andrew,,Mid-City,29.97815,-90.0945,Entire home/apt,126,2,165,2026-03-13,1.22,1,211,14,"23-NSTR-15945, 25-OSTR-08976"
5270951,Cozy room with bikes!,6272365,1462544787592354002,Jennifer And Ryan,,St. Roch,29.97037,-90.05,Private room,83,30,206,2020-03-18,1.54,1,358,0,19STR-11955
5271235,Chic Bohemian Guest Suite,13902616,1462588225667724892,Jeremy,,Marigny,29.96728,-90.05947,Entire home/apt,81,25,436,2026-03-14,3.26,2,160,10,"24-NSTR-18701, 24-OSTR-18122"
5271410,New Orleans Vacation Rental 2,20910802,1463141749177637363,Charley Lynn,,St. Roch,29.98255,-90.04947,Entire home/apt,502,30,5,2018-07-09,0.04,2,365,0,
5277030,"Block From Streetcar To French Quarter, Superdome",15771182,1462970275885354361,Matt,,Mid-City,29.97065,-90.09612,Entire home/apt,211,2,10,2026-02-18,0.08,1,35,6,"25-NSTR-39834, 25-OSTR-39829"
5287282,Artistic 1B in lively mid city,27376428,1465404037091523593,Jas,,Mid-City,29.97156,-90.09883,Entire home/apt,83,30,156,2026-01-31,2.11,1,209,7,"23NSTR18341, 25OSTR15663"
5297584,Historic/Arthouse for 6. 8 min walk to French Q,3398845,1462627677335903178,Srdjan,,St. Roch,29.9716,-90.05547,Entire home/apt,331,2,219,2026-03-16,1.63,1,235,20,"23-NSTR-18133, 24-OSTR-21669"
5304690,"Long Term Home Away from Home, Cheaper Than a Dorm",27474690,1465405512164577342,Joy,,Broadmoor,29.94124,-90.10465,Entire home/apt,71,30,80,2025-06-03,0.62,1,364,1,"19STR-25998, 20-OSTR-1828"
5307658,Creole Elegance on Esplanade Ridge,27491545,1465405726524778232,Beverly,,Treme - Lafitte,29.97317,-90.07486,Entire home/apt,89,30,167,2020-02-22,1.25,1,89,0,
5314061,Pied-à-terre Luxe with Outdoor Space,391462,1462517255963179494,Georgia,,St. Roch,29.9692,-90.05385,Entire home/apt,128,3,427,2026-02-24,3.16,3,287,30,23-XSTR-13082
5318121,Peaceful Piety: For Quiet Guest,27550321,1465406552420307780,Sadie,,St. Claude,29.96954,-90.04143,Entire home/apt,146,30,29,2019-07-07,0.21,1,270,0,
5336672,Grecian Goddess Suite 2nd Fl 1 block to Frenchmen,13059899,1462585178205237003,Asia,,Marigny,29.96266,-90.05698,Private room,155,1,171,2025-11-23,1.28,2,208,4,23-xstr-21272
5347300,Very close to Superdome msg to inquire,27564517,1462641485420251423,Jordan,,Tulane - Gravier,29.96538,-90.08654,Entire home/apt,555,30,143,2024-12-31,1.17,1,269,0,"22-RSTR-11110, 22-OSTR-11111"
5372867,Heart of Magazine Street Cozy & Chic NOLA Getaway,27852003,1465411008530777016,Anastasia,,Uptown,29.92121,-90.10934,Entire home/apt,204,1,392,2026-03-09,2.95,1,61,55,"23-NSTR-17304, 24-OSTR-03900"
5395907,3 Bd-Floor-22-CSTR-21820/24OSTR21234,27971013,1465412976658922092,Martin Allen,,Central Business District,29.95288,-90.06704,Entire home/apt,346,3,480,2026-03-01,3.58,3,126,49,"22-CSTR-21820, 24-OSTR-21234"
5410723,Chic Charming Cave to Chill -   STR#17STR-06332,5177974,1462674682434208208,Stacy,,Audubon,29.93851,-90.11861,Entire home/apt,246,2,361,2026-03-01,2.69,1,95,32,"23-NSTR-14158, 23-OSTR-14150"
5443505,23-CSTR-02260/24OSTR21234-2floors,27971013,1465412976658922092,Martin Allen,,Central Business District,29.95254,-90.06829,Entire home/apt,316,3,460,2026-03-15,3.45,3,126,43,"23-CSTR-02260, 24-OSTR-21234"
5446051,Mid City Beauty for Jazz Fest,28195651,1465416345039707696,Joel,,Mid-City,29.96995,-90.09132,Entire home/apt,285,30,0,,,1,363,0,
5482001,"Gorgeous, spacious home, Garden District near zoo",5593272,1462684547100947390,Jehan,,West Riverside,29.91592,-90.10691,Entire home/apt,112,30,245,2024-08-29,1.85,1,238,0,"21-RSTR-01998, 25-OSTR-79854"
5488707,Historic Beautiful Relaxing House !,28461200,1462644679611255857,Daphne Lynette,,Broadmoor,29.94283624165811,-90.09795297882665,Entire home/apt,229,1,230,2026-03-15,1.71,1,355,4,"23-NSTR-15163, 24-OSTR-18813"
5511265,Cozy room at walking distance to FQ,14839613,1462591817286383602,María,,St. Roch,29.97302,-90.05519,Private room,46,30,407,2025-11-16,3.03,1,168,1,"17STR-11194, 19-OSTR-00000"
5562453,Baronne St Loft_Near St Charles Ave.,28048786,1465414348735514167,Randall,,Central City,29.93133,-90.08815,Entire home/apt,206,30,158,2021-10-25,1.18,3,269,0,19STR-25455
5640937,"Garden Dist Gated Driveway, Fenced Yard, Streetcar",13466196,1462911821149329502,Polly,,Central City,29.93359,-90.08218,Entire home/apt,286,1,541,2026-02-11,4.06,1,290,44,"23-NSTR-13481, 24-OSTR-03085"
5649452,Porch & Park Right Off Magazine St!,29277424,1465431379608791652,Sara Meadows,,Audubon,29.92538,-90.12653,Entire home/apt,144,30,61,2021-01-16,0.47,1,146,0,
5694563,"Adorable 3BR, Cowboy Pool & Porch in Mid-City",11326919,1462862299606254050,Benjamin,,Mid-City,29.97117,-90.08944,Entire home/apt,438,1,81,2026-03-16,2.62,6,316,26,"23-CSTR-04485, 24-OSTR-23336"
5730458,Spacious NOLA Home with Movie Theater 10 Min to FQ,5555764,1462683638645908565,Chris,,Fillmore,30.00858,-90.07487,Entire home/apt,230,30,117,2025-09-07,0.92,3,196,9,"23-NSTR-35909, 24-OSTR-98519"
